,X,Y,Block,Class,Coordinates,Description,Plate,Site,Stratum,Year,Chapter
143,,,,,,"143. Image of the Bodhisattva Maitreya, haloed and standing on a defaced pedestal. The ¥åÅgure is moustached, the curled hair, dressed high above, falling wig-like on either side, as in Brahma ¥åÅgures (cf. A.G-B.G. ¥åÅg. 212). The two garments resemble those in no. 14.2 supra, but the upper is brought twice to the right side, not held by the two arms, and both ends ¥åÅnish on the left side, one in a heavy tassel by the left hand. No urua is indicated. The right hand was in abhaya-mudrd, the left holds a ¥å‰ask (kamaudalu) close to his side. The ornaments comprise a collar of unusual design, a necklace of ¥å‰exible chain work with ornate terminals, armlets, bracelets and heavy beaded ear-rings. Of phyllite. Height 34 in. Mm. äó»15äóî1 18; cell no. 8. Cf. p. 362, no. IO supra; A.S.R. (1915), P1. XXIV, d. (Pl. 224, no. 143.) 144. Image of the Bodhisattva Maitreya in two pieces, standing on the ¥å‰at seed-vessel of a full-blown lotus. Head lost. Wears a dhoti gathered in a thick roll round the hips; a narrow shawl, wound round the left shoulder, is brought to and round the right hip to fall in a graceful loop in front of the thighs. Feet are bare. Wears a jewelled collar, thick necklace and armlet, indicated under drapery of left upper arm. The right arm and left hand are missing, but the kamauaäó»alu, held in the latter, is still preserved. Cf. A.G-B.G. ¥åÅgs. 418äóî20. Of phyllite. Height 14~Io in. Kn. äó»31äóî388/577; front of A15; 3 ft. 5 in. below surface. Cf. p. 330 supra. (Pl. 224, no. 144.) CH. 36] STONE SCULPTURES 723","224-143, 224-144",Mm,,1915,36
,,,,,,,,,,,
159,,,,,,"159. Head of Buddha image, moustached. Ears lost. No halo. Urrui is a circular projection. Hair, treated semi-naturally, covers the head and ushru'sha, the latter bound at the base by a double string of beads with a large circular central boss. Cf. A.G-B.G. ¥åÅg. 451. In the widely opened eyes the pupils are indicated. Of talcose chloritic schist. Height 5 in. Mm. äó»15äóî231; near steps of monastery; 12 ft. 6 in. below surface. Cf. p. 362, no. 11 supra.",,Mm,,1915,36
,,,,,,,,,,,
188,,,,,,"188. Fragment from representation of the äóÖSeven Buddhasäó» of the past and the future Buddha, showing two, standing, headless Buddha ¥åÅgures. Both have the rather large right hand raised in abhaya-mudra', the left, in one case, by the side on the hip, in the other resting on the waist. Cf. A.G-B.G. ¥åÅg. 457. Of phyllite. Height 8-37 in. Mm. äó»I5~299; mon. cell 19; 8 ft. below surface. Cf. p. 362, no. 12 supra.",,Mm,,,36
,,,,,,,,,,,
191,,,,,,"19I. Fragment of seated Bodhisattva. Of phyllite. Only part of drapery, below waist, preserved. Feet lost. Right foot seems to have been placed behind the left calf, left foot on the ground. Cf. A.G-B.G. ¥åÅg. 428. Height 9 5 in. Mm. äó»27äóî17; cell 17; 2 ft. below surface. Cf. p. 362, no. 13 supra.",,Mm,,1927,36
,,,,,,,,,,,
2,49,88,C, I. äóÖNude Motheräó» or äóÖEarth goddessäó» type (nos. 1äóî8),"49,88","2. Sk. äó»30-512; Block Cäó»; sq. 49'88äó»; stratum VII. Standing female ¥åÅgure of ¥åÅne terra-cotta adorned with incised lines and rosettes. Height 3 in. Much like no. I, but the legs are longer, there are four rosettes on the chest, and the torque or necklace is modelled in relief. Head missing. For the rosettes, see my remarks on the red stone statuette of the Chalcolithic Age from Harappa (M .I .0. vol. I, p. 4.6 and P1. X). The parallel lines around the legs in this and I The idol shows no mark of attachment at the base, but this would be readily accounted for if it was set up in a socket-hole or if the tank was made of clay, as in modern Bengal. .. WWWMW .. .s . CH. 24.] TERRA-GOTTA AND CLAY OBJECTS 443 nos. I and 3 probably represent a series of anklets, like those so commonly found on female ¥åÅgures at Sa¥åÅchiäóÖ. (Pl. I32, no. 2.)",I32-2,Sk,7,1930,24
,,,,,,,,,,,
6,75,76,E, I. äóÖNude Motheräó» or äóÖEarth goddessäó» type (nos. 1äóî8),"75,76","6. Sk. äó»16äóî362; Block Eäó»; sq. 7 5-76äó»; stratum II. Ex-voto relief with standing female ¥åÅgure, of muddy brown clay. Height 4 in. No wash or slip. Head, feet and hands missing. Arms hanging at full length on either side of body. Cf. p. 184 supra. (P1. I 32, no. 6.)",I 32-6,Sk,2,1916,24
,,,,,,,,,,,
7,8,61,1, I. äóÖNude Motheräó» or äóÖEarth goddessäó» type (nos. 1äóî8),"8,61","7. Sk. äó»16äóî594; Block 1; sq. 8-61äó»; stratum II. Ex-voto plaque with standing female ¥åÅgure, of greyish black terra-cotta. Height 4-2 5 in. Head and legs below knees missing. Right hand raised to waist. Left hand on hip. Cf. p. 142 supra. (Pl. 132, no. 7.)",132-7,Sk,2,1916,24
,,,,,,,,,,,
8,161,62,K, I. äóÖNude Motheräó» or äóÖEarth goddessäó» type (nos. 1äóî8),"161,62","8. Sk. äó»I4~89; Block K; sq. 161-62äó»; stratum II. Standing female ¥åÅgure in the round of red terra-cotta. Height 3-62 in. Head and feet missing. Arms end in points below shoulders. Down the back is a plait of hair. (Pl. 132, no. 8.) With the exception of no. 16, these ¥åÅgures are in relief on eX-voto plaques. That they represent divine ¥åÅgures there can be no doubt. In nos. 9 and I 5 no folds are visible on the draperies; in the remainder the folds are ¥åÅnely delineated. The nature of the lower garment is not clear. In some it appears to be a dhoti or sari; in others it is more like a skirt, while in one specimen it is seemingly a pair of trousers such as Pathan and Hazara women generally wear at the present day. In some specimens the arms are at full length, holding out the skirt or trousers on either side of the legs (e.g. nos. 9 and 10); in others the right or left hand rests on the hip, while the other hand hangs down (e.g. nos. I 1äóî15). None of the ¥åÅgures are later than the second century 3.0.",132-8,Sk,2,,24
,,,,,,,,,,,
15,,,," II. Female deity standing, with full-¥å‰owing skirt (nos. 9äóî16)",,"15. Sk. äó»14äóî266; stratum II. Outside the city wall. Votive relief of reddish yellow terraäóî cotta with standing female. Height 5- 5 in. No wash or slip. The ¥åÅgure is wearing an elaborate veil, which hangs down the back on either side of the head, ear-pendants, necklace and a wide-¥å‰owing garment below the waist. Cf. no. 9 supra. Of Maurya age or'earlier. (Pl. 132, no. 15). It is to be noted that, though nos. 14 and I 5 come from Jandial and Sirkap respectively, they are of the same age as the Bhir Mound specimens.",132-15,Sk,2,1914,24
,,,,,,,,,,,
16,,,," II. Female deity standing, with full-¥å‰owing skirt (nos. 9äóî16)",,"16. A derivative of the foregoing type may be a terra-cotta ¥åÅgurine in the round found in Sirkap. (Sk. äó»12; Trench A 285; stratum II; height 3-87 in.) with head, right hand and legs missing. At ¥åÅrst sight, this ¥åÅgure, which is unique at Taxila, looks as if she was seated cross- legged. In reality, however, she is standing with her skirts Wide spread, the legs being broken off short. The left hand is turned upwards and holds some uncertain object. (Pl. 132, no. 16.) wearing tight skirt (nos. 17äóî19) Her veil and braided hair fall from the crown on either side of the head. Her ornaments comprise a hipäóîgirdle (mekhald), necklaces, bangles, and rosettes on the äóÖhead. The bird, which may be a clove, calls to mind a familiar type of Aphrodite. The type strikingly resembles such ¥åÅgures as Brit. Museum nos. B452, 458 from Naukratis or C232äóî52 from Cyprus; and it is noteworthy that the arms retain the Ionian attitude proper to the female sex. Possibly the type may go back to an Ionian (Yavana) tradition introduced into the Panjab during Achaemenid times. Cf. Naukratis I, P1. 11, nos. 1 and 2, Pl. XIV, no. 8.",132-16,Sk,2,1912,24
,,,,,,,,,,,
25,50,90,C," V. Draped female deity standing, with child on left hip (nos. 23äóî5)","50,90","25. Sk. äó»3o~390; Block Cäó»; sq. 50-90äó»; stratum VI. Similar to preceding but head and feet of mother missing. Height 3-62 in. This is the only specimen of this type of votive plaque found in Sirkap, and it is noteworthy that it comes from the Greek stratum referable to the second century B.C. (Pl. 132, no. 25.) scarf. No ornaments (nos. 26, 27)",132-25,Sk,6,,24
,,,,,,,,,,,
31,166,44,K," VIII. Standing male ¥åÅgure in Hellenistic (Yavana) dress (nos. 30, 31)","166,44","31. Sk. äó»28äóî2,789; Block K; sq. 166-44'; stratum IV. Standing male ¥åÅgure in the round, wearing chití©n reaching to the knees, and over it a himation covering both shoulders. Height 3-62 in. Right hand rests on the right hip and the left hand holds the edge of the himation. Red terra-cotta, with traces of white paint on body and drapery. Head missing. (P1. 133, no. 31.)",133-31,Sk,4,1928,24
,,,,,,,,,,,
32,14,92,1, X. Seated male ¥åÅgure. Of the Greek and Saka-Parthian,"14,92","32, a. Sk. äó»28äóî627; Block 1'; sq. 14-92'; stratum V. Male ¥åÅgure seated cross-legged; of badly baked clay and poor execution; head missing and left arm damaged. Height 3- 5 in. A.S.R. (1928äóîäóî9), p. 63, no. 92.",,Sk,5,1928,24
,,,,,,,,,,,
33,27,91,A, X. Seated male ¥åÅgure. Of the Greek and Saka-Parthian,"27,91","33. Sk. äó»29äóî2, 541; Block Aäó»; sq. 27-91äó»; stratum IV. Male ¥åÅgure in round, seated cross- legged in Indian fashion. Height 3 in. Wears long coat crossed over chest, with waistäóîband and trousers. Hands resting on legs. Traces of white paint. Head missing. Red terra-cotta. (Pl. 133, no. 33.)",133-33,Sk,4,1929,24
,,,,,,,,,,,
34,57,46,D, X. Seated male ¥åÅgure. Of the Greek and Saka-Parthian,"57,46","34. Sk. äó»29äóî2,o36; Block D; sq. 57-46äó»; stratum II. Male ¥åÅgure seated in European fashion on stool. Height 312 in. Wears dhoti' and scarf. Although the dress is Indian, the ¥åÅgure seems to be under Greek in¥å‰uence. Right hand damaged and head missing. Red terra-cotta. Cf. p. I 57 supra. (P1. 133, no. 34.) Type a. Many specimens of this type of votive plaque have been found in the Bhir Mound, but two examples will suf¥åÅce for them all. They are of the third or second century 3.0.",133-34,Sk,2,1929,24
,,,,,,,,,,,
36,34,42,B, XI. Male and female ¥åÅgure standing side by side (nos. 3 5~8),"34,42","36. A similar plaque, but broken, was also found in Sirkap (Sk. äó»15äóî881 ; Block B; sq. 34-42äó»; stratum II). Height 387 in. It dates from the second century B.C. Cf. p. 148, no. 3 supra. Pairs of male and female ¥åÅgures Pot-bellied dwarfs 450 TERRA-GOTTA AND CLAY OBJECTS [CH. 24 Type I). In another type (b) of the same subject, the woman is standing with her right leg drawn back and her weight resting on the left leg. äóÖ",,Sk,2,1915,24
,,,,,,,,,,,
42,13,47,1," XII. Pot-bellied dwarfs (kumbhanda or kichaka) (nos. 39äóî44, a)","13,47","42. Sk. äó»26äóî4,247; Block 1; sq. 13-47äó»; stratum II. Squatting kumbhauda on a cushion, holding animal in curve of left arm. Height 3 in. He wears what appears to be a skull-cap turned over at the brim and two long ear-pendants. The expression of the face calls to mind the faces of Maraäó»s soldiers on the north gateway at Sa¥åÅchi. In this and other similar kumbhauda ¥åÅgures may be seen perhaps the prototype of the later ¥åÅgures of Kuvera. Cf. p. 142 supra. (Pl. 133, no. 42.)",133-42,Sk,2,1926,24
,,,,,,,,,,,
42,14,86,," XII. Pot-bellied dwarfs (kumbhanda or kichaka) (nos. 39äóî44, a)","14,86","42, a. Another example of the same kumbhdzzda (height 2-12 in.) is seated cross-legged instead of squatting, and holds a staff (3) in both hands (Sk. äó»28äóî2,645; sq. 14-86äó»; stratum II). Cf. p. 196 supra.",,Sk,2,1928,24
,,,,,,,,,,,
46,,,A, XIII. Greek and quasi-Greek ¥åÅgurines (nos. 45äóî53),,"46. Sk. äó»20äóî51 1; Block Aäó»; sq. 2 584äó»; stratum III. Female head of red terra-cotta. Height 2-37 in. Wears wreath and head band, with rosettes above ears and high coiffure behind. Small air-vent on top of head. The style is strikingly Hellenistic, like that of many terra-cotta heads from the mound of Akra near Bannu. Cf. p. 195 supra. (Pl. 133, no. 46.)",133-46,Sk,3,1920,24
,,,,,,,,,,,
4,90,50,F, XIII. Greek and quasi-Greek ¥åÅgurines (nos. 45äóî53),"90,50","4.7. Sk. äó»26äóî2,689; Block F; sq. 90'50äó»; stratum III. Head of female ¥åÅgurine of buff-coloured terraäóîcotta. Height 237 in. Wears openwork net, perhaps of gold or silver, over front of hair and high bandeau behind, with rosettes above the ears. Good Hellenistic style. Cf. p. 166 supra. (Pl. 133, no. 47.)",133-47,Sk,3,1926,24
,,,,,,,,,,,
48,107,78,G, XIII. Greek and quasi-Greek ¥åÅgurines (nos. 45äóî53),"107,78","48. Sk. äó»28äóîI,977; Block Gäó»; sq. 107-78äó»; stratum II. Head of female ¥åÅgurine of terra-cotta wearing prominent ear cones and ¥åÅllet band over curly hair. Height I - 37 in. In good Hellenistic style. The cones at the sides of the head call to mind the face-cones of prehistoric ¥åÅgurines of the Indus period. Cf. M.I.C. vol. III, Pl. XCV, 26, 27. (Pl. 133, no. 48.)",133-48,Sk,2,1928,24
,,,,,,,,,,,
49,27,92,A, XIII. Greek and quasi-Greek ¥åÅgurines (nos. 45äóî53),"27,92","49. Sk. äó»29äóî2,978; Block Aäó»; sq. 27-92äó»; stratum V. Head of female ¥åÅgurine of red terra- cotta, wearing simple ¥åÅllet (taem'a) over her curly hair. Height 1- 12 in. Seen in pro¥åÅle, the face has a very pleasing smile. Cf. p. 127 supra. (Pl. 133, nos. 49 and 49, a.)",133-nos. 49 and 49-a,Sk,5,1929,24
,,,,,,,,,,,
51,85,63,F, XIII. Greek and quasi-Greek ¥åÅgurines (nos. 45äóî53),"85,63","51. Sk. äó»13-äóî142; Block F; sq. 85-63äó»; stratum II. Head of male ¥åÅgurine with conical cap. Height 175 in. Of same date as the stucco heads from the apsidal temple D, which, like this head, are of the Parthian period. Cf. äóÖStucco Objectsäó», ch. 26, nos. 1äóî22 and p. 166 supra. (Pl. 134, no. 51.)",134-51,Sk,2,1913,24
,,,,,,,,,,,
52,28,93,B, XIII. Greek and quasi-Greek ¥åÅgurines (nos. 45äóî53),"28,93","52. Sk. äó»29äóî2,693; Block Bäó»; sq. 28'93äó»; stratum V. Head of male ¥åÅgurine. Height 2-12 in. Wears moustache and wreath, with the hair falling on each side over ears. Cf. p. 127 supra and the small relief of a head in shell of Parthian date, Pl. 208, no. 51 = äóÖ Shell Objectsäó», ch. 33, no. 42. (Pl. 134 no. 52.)",134 52,Sk,5,1929,24
